,A,B,C,F,G,H,I,J,K,L,Response,D,E,M,N
0,-52.63303402270709,-1.529801767402114,0.4094552652345265,0.8260155634540104,-1.167330018546317,0.8330185890439177,1.4913897159044267,0.5470731992272474,-0.0368937207429153,0.17654420757969203,-0.5625891584207707,F   ,Yes,0.25720491099657733,-52.77111482753528
1,62.963162454958834,-0.8367107883198263,2.4662568002808043,-0.8669583756377334,1.0411955845678913,-0.9844718921283506,1.7995589374408028,-0.418175971559523,-0.05230966287006635,-1.3568844773693656,-1.6983768435360582,Male,Yes,-0.9643800451836051,62.95495081674533
2,-7.73038500375792,-0.5886485700958441,0.8133361186057388,-0.3004963934316089,4.1333623096040775,0.8030678776462219,-2.063066754307596,1.52418295850111,-0.06238481081508197,-1.4274317599946769,-0.4435813076973664,Male,Yes,-1.6006136400720075,-7.4569814373899
3,1.7728011793999139,0.31749826068123865,0.6925707380669586,0.515984542491711,0.19425522565217282,-0.5069334657584001,0.6994295320426965,0.021020819030613754,-1.0580597328863284,0.2711680575473506,-0.12552875912496356,F   ,Yes,0.1913134466188942,1.6078710080456196
4,2.3179601281790876,2.3354379885233736,0.6648573576048594,-0.60009821039952,1.1870364182573008,0.8511838935027901,1.0693223667950456,0.15215679333482765,-0.6675082529730677,0.42016293984183195,-0.6041318688756462,F   ,Yes,0.6227478082804484,2.189810258752528
5,-141.07720981708314,-0.2034201978417092,-0.3694358335953668,-0.6766149010861096,-0.3228173645855947,-0.5385856308892919,0.048388604345697236,0.6415451944897527,-0.42563485324887834,-1.3593062972419518,-0.9200543638740982,Male,Yes,-1.367890039113616,-140.59945396557794
6,-57.49529982246414,0.3492824450765235,0.10016249790454054,0.4980194272686065,-0.6693664944338541,-1.844601891992432,0.20558986664770107,-1.3328793558447265,-0.3613394312602505,0.17277271061113644,-0.40237830996808277,Male,Yes,-0.3467292981600464,-57.66802208628109
7,-184.81552933381434,-1.11413916046775,-2.5475626173142185,0.8554127812082893,-0.10447476504413727,-0.7525788436986734,0.4992188713125275,0.8927060330819542,0.662778734209158,-0.507401735150998,0.8576627430751687,Male,Yes,-0.2752759622376535,-185.55753710129386
8,-224.78542265724295,-1.0664777132431769,-0.5995064155567192,-0.9838142406456962,1.168933229121848,0.41740032448954767,0.7242686939673244,0.02719063391028928,-1.502825858467123,-0.38081325517928194,-0.834559380808566,F   ,Yes,-0.4954168441280977,-224.83408825710896
9,-14.6235983761752,-0.0711794018313448,-1.6518734444553136,0.13422388637755586,0.1305469534243537,0.5838239994538036,-0.40897636073729376,0.2995496800016048,1.4581390803295118,-0.21416254321294567,1.0305016758434289,Male,Yes,-0.2846548907239196,-14.807466201492822
10,7.553513900696128,0.843393007451568,0.3394597716251989,-0.17533077875855993,-1.114311471294798,0.9916602889207575,0.7929907179932503,-0.24969259137090222,1.1945101629366521,0.7614850785178312,-2.0344512297829684,F   ,Yes,0.6734075407483355,7.625396148628384
11,7.321846204762624,-0.8342242973302948,-0.010140486315781483,0.5766608807903432,-1.5370312293638237,0.3559590045678211,0.7505342928692204,1.3085488801036034,-0.9071618349852335,1.0381664795438719,0.7307689632415658,Male,Yes,0.653501080817265,7.774720241173119
12,3.6756558685210017,-0.3268666178075603,-0.595541109162994,-1.1354775946071094,0.3374574422006986,1.8188903906609215,0.2776955382068908,-0.9868106497534981,0.8431923207779911,0.9169269560869047,-0.2464316089047989,Male,Yes,0.601815291457555,3.8280283430090942
13,253.25452848704825,0.11675457744793799,1.011573121360452,-0.38742320325413615,-0.9601608315061888,0.5860487246259908,0.22376409958739865,-1.6287255363287778,0.7649748738114772,0.09956907378636341,1.1405042549516997,F   ,Yes,0.03437866855508272,253.0592734766555
14,176.15574183275314,0.9440898470276863,2.5511381209399016,-0.7850461305244337,-2.311148322320079,0.07664890187437151,-0.7947238303775587,-0.8346646751361354,-1.3526775220421998,-0.10291825549878102,0.37664711044013555,Male,Yes,-0.20686526407531816,176.4661735627756
15,-4.2415628737077595,-1.8465318183809545,0.04450158177086602,-0.993569290962269,-0.8226645902283933,0.4902678678690892,-0.8190069232673877,0.18794034045272298,0.038076303979501055,-0.41765397397318815,0.06771261066487096,F   ,Yes,-0.7547232262134403,-3.666954219725503
16,138.77961318987485,0.35509089651447323,0.5001063055271525,0.5199367173727133,-0.9558711232394183,-1.3171746088734746,-0.81645116557837,-1.3050096464224468,-1.0292452132384962,0.3719000625810529,1.955280719736659,F   ,Yes,0.2569692888830251,138.3037681492612
17,-161.67481779609932,-0.13462064979666258,-0.45774659277223734,-0.08151416467552526,0.2518290463107146,-0.6186938175159893,-0.4545375030259945,-0.0398935216805006,-1.3720743291855664,0.6356478884472019,-0.6558069632703147,F   ,Yes,0.8701038476963041,-162.11783156379596
18,-14.269650315916751,-0.7463189898492898,-1.3825884148505516,-0.5367438693462067,0.7667442943927492,0.0028874105646923753,-2.996761604762725,-1.2325391431835504,1.3592943679225946,0.6153042125339241,-0.1660708804974079,Male,Yes,0.8150570400702133,-14.454762366940255
19,-99.38096148476612,0.5658946366276333,-0.06651699049188785,-1.1491288115481222,-1.4063839811807826,0.3338917576443457,-0.6872331514743039,-1.4071584153932863,-0.087316920474151,0.14332575351651655,-1.1754684229812202,F   ,Yes,0.18683975459431465,-99.49601028261904
20,39.35011206439885,0.2984029913162765,0.7630689532991153,1.2921239584032513,-0.46421553833271434,-0.2843679928825567,0.696733447003053,-1.7092177134001192,-0.1147284534813396,-0.24747252897779845,-0.2608777053788458,Male,Yes,-0.13785233886069334,39.6930713266678
21,8.397070346425709,-0.5561582858972284,1.094521101380184,0.48667978457579525,0.9225970756319775,2.4522254744687366,0.46349043770177256,-0.5950441347660101,-0.3958515179953587,-1.5658024849202201,-0.770380607341776,F   ,Yes,-1.6444230856637247,8.116847702081063
22,0.3359300293138984,-1.3809300306514776,0.01689319676050621,-2.1737373268444116,0.015117526399323448,1.5390734401735613,-2.513563609546703,0.4425928453511307,-0.02428334383363513,0.4508235347222374,-0.36097108563900177,Male,Yes,0.26707249006749967,0.9010163414407475
23,-286.51143670975995,-1.5520762794273502,-1.1365111414312419,0.8239808971367631,0.015161615392002939,0.36487741638572413,0.6311255880645389,0.7394104980243258,-2.271110413432134,0.7708422064230182,-0.17143826232287304,F   ,Yes,0.8248930089452826,-286.81766216955447
24,-114.20547136401359,0.3154885851335961,0.406470351872121,0.3951485849587652,0.0723841145363487,1.8375227078377308,2.5426284337871903,0.6439902192727442,-1.1326014759795955,1.6434108431939973,-2.0592812441482113,F   ,Yes,1.722475153556008,-114.38827333024838
25,11.512837778685283,-2.40669429462202,0.6371607915676132,0.246545037300718,-0.20455094161634896,-1.5302279517629906,1.396498511569473,-1.9839896974257012,0.1667663458639581,0.4780789921340714,-0.6358020838811834,F   ,Yes,0.63186279103062,11.567254241643825
26,253.3966901921546,0.798247394929935,0.7557762005022137,0.6283725113203541,0.781968263599919,-0.63216166053214,0.04497177233902199,-1.4388678191722915,0.5017788251706111,0.8439114162215547,1.279998160459037,Male,Yes,0.7816826204430517,253.5874810546212
27,-122.14481202873755,-0.35574869299623013,-0.6456950626067046,1.1422158852962725,-0.4541251144868904,1.293829429275749,-1.027674805689437,-0.2769378670210514,0.6902246997896967,-1.2056552082226812,-0.8057976539191615,Male,Yes,-1.0656891660665126,-121.51486350126471
28,-66.51890410452741,0.6629198926725481,-0.8338861603155234,-0.8662091897814549,-0.643631606369921,0.023162953275705767,-0.2958449814004899,-0.23506218101935397,-0.9022520617235795,1.8473451229594755,-0.7461511246085707,Male,Yes,2.130772470789468,-66.55676785001924
29,156.91582998488482,-0.23980606932924362,0.8121962330611396,0.6451177390691951,-0.2592529893718009,1.856688514671143,0.5680837594693776,0.845658512930972,2.3531084680240095,0.05739115065740117,-0.5957343200937774,Male,Yes,0.4703571978325374,157.285551853175
30,435.74532656211244,-0.14110774309021348,2.1147029857417134,-1.6223442326445394,1.0643108841783024,0.4455391978697365,-0.3239234479319593,-0.9276791698587648,0.9904917239451755,0.9833202317009447,1.9939662968429945,F   ,Yes,0.9594686082047225,435.4583411669445
31,-251.36307662722703,-0.6750630208644234,0.137874942919374,1.2861382529542338,-1.015108689505118,-0.5777680072662703,0.891728489748308,-0.9708001505006844,0.05565354708309155,-1.1228612410453702,-2.8192684906359404,F   ,Yes,-1.0939888709091983,-251.62929958149434
32,8.498904527444918,-0.35718734443427136,0.5815885558195768,1.0283377547686827,1.3436444995050216,0.3978558888371633,-0.25416961080481576,-0.9764033935736438,0.4585735938809193,0.09222560183527767,-0.919910260280618,F   ,Yes,0.41366303943365457,9.289002989958925
33,277.3148834251955,-0.9580030894600566,2.0078132441722314,1.4309627010191068,1.1214830204620854,-0.8158607615252274,-1.742503787780804,0.6997694376337429,1.9966990785320309,-0.2007372718904959,0.00947785741380035,F   ,Yes,-0.07657245716127031,277.02406666189734
34,308.62467739837524,0.554332241487942,-0.9465290739530156,0.5323778373491072,-0.6323639263308694,1.0236402913102314,-1.2412821904077762,1.287787465231811,2.6185716080908144,1.3506176282022138,1.7610173401183475,F   ,Yes,1.1790643556867582,309.0224376841231
35,-330.4640896391405,-0.8053281264202665,-1.5677230422645108,0.5119789625395552,1.0541559271119911,-0.4202032508764724,0.5750436138884016,1.3174153611688328,-1.7925815393555782,2.797648156896898,-1.758464968191511,Male,Yes,2.9294644888007224,-331.02063952557626
36,-30.028542806114515,-0.41611980554024824,-1.5560330804095521,-0.8088731958137342,-0.19423019668795674,0.4799483326756924,-2.5838350734133178,-0.18932819215073263,0.2289597963310262,0.6802421858369546,1.0486556206803854,Male,Yes,0.354838314239418,-29.858551380396232
37,-123.15547762598166,-0.7271977028623005,-0.21094545277379448,0.5598792458595611,0.6458262213519581,-0.1964746536053883,0.4785451647092591,-0.6500441744846783,0.47575422115910365,0.5595104406242245,-1.8539469828371375,F   ,Yes,0.8645275261368001,-123.21772950076758
38,90.24320496727215,1.5115379602875059,1.0621364528694175,-0.15975181300963115,0.42604808419652024,0.3397451112676616,0.09961164428806533,1.3775747278505164,-0.1993171954868494,-1.0478566093354826,0.1010687192746084,F   ,Yes,-1.3976844913614594,90.56488471139171
